track_id,metadata_index,dim1,dim2
commu00102,101,4.3311524,2.7331152
commu00103,102,11.348113,7.147967
commu00104,103,4.4362545,11.133022
commu00105,104,2.0001564,8.088684
commu00106,105,6.2835207,9.269003
commu00107,106,2.4201825,7.526107
commu00108,107,-2.7877302,11.10082
commu00109,108,-0.07919164,-1.3132977
commu00110,109,3.666297,8.596663
commu00111,110,2.2643838,2.0151744
commu00112,111,5.4167085,3.1420696
commu00113,112,3.9363117,8.707338
commu00114,113,-2.4378784,11.127902
commu00115,114,4.121034,11.218517
commu00116,115,4.428382,8.779556
commu00117,116,-0.3124807,2.6433413
commu00118,117,10.108024,13.994751
commu00119,118,8.095907,12.430991
commu00120,119,-0.99477476,9.879008
commu00121,120,3.0721169,1.7167381
commu00122,121,6.818845,11.116036
commu00123,122,3.249569,7.703614
commu00124,123,0.3103253,9.346515
commu00125,124,9.098739,8.070612
commu00126,125,2.9102364,1.7434521
commu00127,126,2.292697,2.1870973
commu00128,127,-0.16719268,-0.272025
commu00129,128,0.72651684,7.1772842
commu00130,129,-0.60377645,2.4944215
commu00131,130,11.718181,7.0141916
commu00132,131,-0.15768684,-0.43718114
commu00133,132,0.12405306,9.617392
commu00134,133,11.317881,7.1625485
commu00135,134,11.46121,7.118034
commu00136,135,5.306171,11.185542
commu00137,136,4.462889,10.860682
commu00138,137,3.1247542,2.4781325
commu00139,138,9.500784,4.3338747
commu00140,139,2.5480392,7.475028
commu00141,140,-2.4911294,11.005054
commu00142,141,6.912661,10.899555
commu00143,142,2.280324,1.426111
commu00144,143,-2.2202125,11.059907
commu00145,144,2.3278623,2.314863
commu00146,145,0.68625396,7.3121257
commu00147,146,-0.07631627,-1.2463803
commu00148,147,3.0263875,2.431051
commu00149,148,3.1083612,2.4754488
commu00150,149,3.3617954,2.7722113
commu00151,150,3.249168,7.7836633
commu00152,151,5.3555775,11.221976
commu00153,152,-2.0855577,8.178626
commu00154,153,9.086348,8.088881
commu00155,154,4.1313186,11.23312
commu00156,155,1.6546717,1.3189557
commu00157,156,-4.086558,9.333284
commu00158,157,3.0808218,2.420486
commu00159,158,0.6922405,7.048542
commu00160,159,6.3252735,5.4247837
commu00161,160,3.6362915,8.598721
commu00162,161,11.46344,7.1131325
commu00163,162,0.8311954,9.774958
commu00164,163,4.3354425,11.339146
commu00165,164,10.180037,13.959669
commu00166,165,7.779386,10.282267
commu00167,166,-0.08785124,-1.3398793
commu00168,167,4.142061,11.206018
commu00169,168,3.4160159,2.0928226
commu00170,169,1.2252452,7.282583
commu00171,170,-0.022744734,-1.2194902
commu00172,171,0.013316232,-1.1461631
commu00173,172,2.6672974,7.7521906
commu00174,173,1.6050078,1.0127362
commu00175,174,2.599097,1.4263413
commu00176,175,-0.11175101,-0.4094654
commu00177,176,2.277707,7.513452
commu00178,177,3.233204,1.818997
commu00179,178,6.206575,11.165442
commu00180,179,-1.4001704,7.3414326
commu00181,180,9.9940405,13.883121
commu00182,181,2.293329,2.109062
commu00183,182,2.7234373,1.7195417
commu00184,183,2.34017,1.8904132
commu00185,184,6.372076,10.217649
commu00186,185,2.126836,1.3022857
commu00187,186,4.285799,10.701281
commu00188,187,2.0479307,8.699053
commu00189,188,0.9025487,6.8342953
commu00190,189,0.16989468,-0.5803153
commu00191,190,1.9827323,1.3572954
commu00192,191,2.9978385,8.680072
commu00193,192,0.7869702,6.707011
commu00194,193,10.082009,13.938713
commu00195,194,9.122583,8.061111
commu00196,195,1.6884942,7.875836
commu00197,196,1.0540332,7.34617
commu00198,197,-1.0523956,10.62011
commu00199,198,1.7825861,1.2607408
commu00200,199,-1.4487411,6.765939
commu00201,200,1.9230455,7.703555
commu00202,201,1.1623751,7.242068
commu00203,202,4.321279,8.803067
commu00204,203,-1.241994,8.287589
commu00205,204,0.97256655,7.2895517
commu00206,205,5.557519,3.1883183
commu00207,206,5.2319484,11.171604
commu00208,207,-2.7256227,11.021534
commu00209,208,11.436766,7.09544
commu00210,209,11.520662,7.091302
commu00211,210,0.77238286,6.893657
commu00212,211,-0.14761063,-0.4475194
commu00213,212,11.315896,7.1538157
commu00214,213,1.0002632,9.852626
commu00215,214,4.356739,10.9960985
commu00216,215,11.305994,7.130942
commu00217,216,0.69391793,7.059131
commu00218,217,2.1584554,1.2907819
commu00219,218,3.2210965,7.693082
commu00220,219,2.973387,8.293889
commu00221,220,0.08016016,9.576527
commu00222,221,2.3977418,7.5535603
commu00223,222,7.902635,10.291708
commu00224,223,2.9908884,1.7114239
commu00225,224,10.0889,13.921287
commu00226,225,4.376537,8.880187
commu00227,226,2.2695923,2.056015
commu00228,227,2.7235775,1.4494892
commu00229,228,7.7364216,10.47481
commu00230,229,-2.102201,8.162686
commu00231,230,0.7875067,6.7193394
commu00232,231,-1.3120815,7.2809763
commu00233,232,0.8052463,6.861964
commu00234,233,-0.09200928,-1.2939693
commu00235,234,9.679727,4.1811795
commu00236,235,0.8029728,7.696603
commu00237,236,-2.454138,11.057452
commu00238,237,0.7071679,7.0335016
commu00239,238,4.39733,8.814917
commu00240,239,7.668401,10.513785
commu00241,240,2.7065191,7.593197
commu00242,241,10.250502,13.759165
commu00243,242,0.7718201,9.737231
commu00244,243,0.97389305,7.2922087
commu00245,244,0.7929952,6.807752
commu00246,245,-1.7263021,10.081376
commu00247,246,-0.47061026,17.192026
commu00248,247,2.3066974,2.2510588
commu00249,248,-0.18127519,-0.2577556
commu00250,249,11.2735815,7.158248
commu00251,250,2.2238941,1.9241247
commu00252,251,3.361242,8.486348
commu00253,252,1.8228079,1.306418
commu00254,253,-1.1000717,10.615352
commu00255,254,4.4238405,11.000637
commu00256,255,10.071347,13.885743
commu00257,256,-0.24061695,-0.2591448
commu00258,257,1.13323,9.051186
commu00259,258,-2.8055074,11.022779
commu00260,259,4.2963047,8.826009
commu00261,260,-0.16741316,-0.46191663
commu00262,261,4.306972,8.83139
commu00263,262,-1.031527,10.638836
commu00264,263,-1.0485916,10.653507
commu00265,264,0.8803133,6.7390585
commu00266,265,3.2601628,7.6860833
commu00267,266,2.769396,1.4574101
commu00268,267,11.3802395,8.073582
commu00269,268,3.0842519,2.4471447
commu00270,269,5.6517477,11.2390375
commu00271,270,4.3887076,8.815141
commu00272,271,4.5801034,11.232638
commu00273,272,10.084689,14.004282
commu00274,273,2.9232666,8.238997
commu00275,274,4.160949,11.552806
commu00276,275,1.1629983,7.293024
commu00277,276,2.2587414,1.0881585
commu00278,277,-1.4452981,6.761203
commu00279,278,5.1000047,11.431224
commu00280,279,4.249884,9.023979
commu00281,280,2.8077302,1.7705874
commu00282,281,2.9459693,1.8482451
commu00283,282,-1.6043838,10.254845
commu00284,283,3.0927079,2.4583368
commu00285,284,0.6432406,9.6751995
commu00286,285,-2.428136,11.059789
commu00287,286,-0.50291705,1.9540672
commu00288,287,0.65029335,9.7196
commu00289,288,4.6295986,11.334763
commu00290,289,0.27282625,9.739454
commu00291,290,3.353126,7.5389376
commu00292,291,1.094963,9.4171505
commu00293,292,6.91476,10.844913
commu00294,293,2.6238265,7.58162
commu00295,294,3.140684,1.7066287
commu00296,295,2.3918965,7.598801
commu00297,296,2.9935079,1.9734766
commu00298,297,-2.0838604,8.118229
commu00299,298,-1.5153996,10.550715
commu00300,299,2.4071963,7.5755777
commu00301,300,2.6488702,1.5079874
commu00302,301,0.4868517,7.317074
commu00303,302,2.6157782,1.3638572
commu00304,303,1.9776111,8.637913
commu00305,304,-0.09205112,-1.3436453
commu00306,305,-0.08757436,-1.3345591
commu00307,306,0.73504186,7.010003
commu00308,307,2.473784,1.3302996
commu00309,308,0.23192842,-0.8636207
commu00310,309,0.11008918,9.600626
commu00311,310,7.7959576,10.38143
commu00312,311,4.1691756,8.880776
commu00313,312,2.0870295,3.3144245
commu00314,313,4.182031,11.539278
commu00315,314,2.5977752,7.8217106
commu00316,315,-0.7996143,2.6100466
commu00317,316,-2.3449965,10.9626
commu00318,317,7.396778,9.886163
commu00319,318,-2.4209914,11.049181
commu00320,319,0.840728,6.7748246
commu00321,320,1.2055384,7.31153
commu00322,321,0.7394754,2.3835285
commu00323,322,3.2345853,1.753766
commu00324,323,3.3436484,2.746774
commu00325,324,-0.069264054,-1.29759
commu00326,325,2.9232805,1.8722655
commu00327,326,0.50272393,6.992445
commu00328,327,4.451034,11.481148
commu00329,328,0.9033698,6.630922
commu00330,329,3.0313842,7.9761577
commu00331,330,10.063507,14.091092
commu00332,331,1.0091488,2.2217605
commu00333,332,6.909877,10.89777
commu00334,333,-2.4634838,10.97667
commu00335,334,5.906223,9.311446
commu00336,335,0.9047392,6.734554
commu00337,336,-3.582073,11.454493
commu00338,337,1.062966,7.3074408
commu00339,338,3.2353272,8.114806
commu00340,339,4.594783,11.266025
commu00341,340,4.5239058,10.8566675
commu00342,341,2.3902147,1.4907374
commu00343,342,-0.3590535,-0.22781697
commu00344,343,11.446159,7.1214976
commu00345,344,1.0173708,7.2992697
commu00346,345,2.271944,1.3728255
commu00347,346,2.2629733,7.586867
commu00348,347,0.79278284,6.705442
commu00349,348,0.1247951,10.270203
commu00350,349,2.887669,1.6685077
commu00351,350,3.2730503,7.6792903
commu00352,351,13.721248,8.191102
commu00353,352,4.2700205,8.854073
commu00354,353,0.8751428,6.661693
commu00355,354,2.9262166,8.306689
commu00356,355,2.8888485,1.6993288
commu00357,356,4.41666,8.871805
commu00358,357,1.0757267,10.1477585
commu00359,358,-0.075776935,-1.2989495
commu00360,359,4.605456,11.278707
commu00361,360,3.1210082,2.4763608
commu00362,361,0.18760358,9.608375
commu00363,362,0.1790506,9.61794
commu00364,363,10.228143,13.946939
commu00365,364,2.4747274,1.5611954
commu00366,365,1.3684474,7.534783
commu00367,366,2.0493276,0.71927196
commu00368,367,2.3566842,1.9212267
commu00369,368,3.3134785,7.6710725
commu00370,369,4.0182858,11.169897
commu00371,370,4.317329,2.7240076
commu00372,371,2.37863,7.563275
commu00373,372,6.1940765,13.100101
commu00374,373,3.9498658,11.155647
commu00375,374,-1.1082716,10.5411415
commu00376,375,1.9898536,1.4018652
commu00377,376,2.5578194,7.8147564
commu00378,377,11.298066,7.1996827
commu00379,378,7.8218374,12.064769
commu00380,379,7.6403046,10.302635
commu00381,380,4.2533154,11.055763
commu00382,381,3.4405248,8.464662
commu00383,382,2.4855719,1.1685168
commu00384,383,5.432651,11.195164
commu00385,384,-0.40677327,7.196969
commu00386,385,11.246881,7.244301
commu00387,386,3.3074536,7.63699
commu00388,387,2.2714555,7.53344
commu00389,388,4.1385193,11.210729
commu00390,389,-0.17458604,-0.39195004
commu00391,390,-0.0056361146,-1.2184457
commu00392,391,7.631588,10.240894
commu00393,392,2.114712,1.8330241
commu00394,393,9.954222,13.751607
commu00395,394,0.7793276,9.602353
commu00396,395,3.1759126,1.759088
commu00397,396,3.0752647,1.7104815
commu00398,397,5.4125385,3.1368566
commu00399,398,0.124916285,9.642712
commu00400,399,11.082418,7.042793
commu00401,400,-0.6832606,2.643281
commu00402,401,9.090298,8.069264
commu00403,402,0.92517257,7.812266
commu00404,403,0.04515235,9.043855
commu00405,404,4.1937075,8.965836
commu00406,405,4.2127495,11.491166
commu00407,406,4.3253026,8.819594
commu00408,407,-0.06319243,-1.2892219
commu00409,408,2.6872802,1.7143154
commu00410,409,4.3218617,11.088289
commu00411,410,2.2569919,2.1543734
commu00412,411,-2.436544,10.971262
commu00413,412,4.5531163,11.291389
commu00414,413,-0.033232316,-1.1898031
commu00415,414,7.8129754,12.084382
commu00416,415,3.1878529,7.6948876
commu00417,416,4.047628,8.761014
commu00418,417,5.4168773,11.21651
commu00419,418,-0.08623655,-1.3199899
commu00420,419,-1.7504916,9.052215
commu00421,420,0.83216244,9.810112
commu00422,421,4.320222,9.146312
commu00423,422,4.2939973,11.051294
commu00424,423,0.74532276,7.0379343
commu00425,424,0.16931547,9.6938505
commu00426,425,3.2467406,7.741353
commu00427,426,4.4914517,11.220655
commu00428,427,0.85881263,6.6882267
commu00429,428,2.9578369,7.844244
commu00430,429,3.2015748,1.8010402
commu00431,430,4.1956034,11.47273
commu00432,431,4.600709,11.347403
commu00433,432,4.207844,8.983948
commu00434,433,11.434509,7.105467
commu00435,434,4.3236785,8.981546
commu00436,435,0.007905242,-1.2066627
commu00437,436,4.2577267,8.843398
commu00438,437,0.33698958,9.741104
commu00439,438,5.102255,11.266413
commu00440,439,2.2561507,7.653928
commu00441,440,2.6860542,1.8772366
commu00442,441,6.2435327,4.625313
commu00443,442,2.3338573,1.3755966
commu00444,443,4.066172,8.778662
commu00445,444,6.0599422,13.175557
commu00446,445,8.197832,9.847313
commu00447,446,2.5868158,1.3463064
commu00448,447,2.1418574,7.532165
commu00449,448,0.22055954,9.468574
commu00450,449,0.8747661,6.681557
commu00451,450,1.5491614,7.7892456
commu00452,451,5.4142637,3.1383176
commu00453,452,6.2061133,11.128023
commu00454,453,9.089192,8.054149
commu00455,454,-0.1745803,-0.26713923
commu00456,455,4.493834,11.07837
commu00457,456,7.9788485,12.391858
commu00458,457,10.139217,13.818889
commu00459,458,2.2653055,8.57286
commu00460,459,4.2610183,11.322548
commu00461,460,0.6164125,-0.15932633
commu00462,461,2.9494133,1.6007847
commu00463,462,-0.09649607,-0.15680422
commu00464,463,10.183699,14.002089
commu00465,464,10.170072,13.937953
commu00466,465,10.107644,13.958257
commu00467,466,2.775994,7.829706
commu00468,467,0.7843197,2.357848
commu00469,468,4.0530515,8.7894125
commu00470,469,10.184706,13.964669
commu00471,470,6.0733953,4.1207614
commu00472,471,1.9929687,8.624003
commu00473,472,5.9977565,3.573701
commu00474,473,10.03758,14.1343
commu00475,474,-0.06886973,-1.3044852
commu00476,475,0.08898239,9.629917
commu00477,476,2.5527277,1.5824119
commu00478,477,4.6577096,11.295524
commu00479,478,6.649747,11.2133465
commu00480,479,0.6216221,7.6021414
commu00481,480,2.4736063,1.8063295
commu00482,481,13.591161,8.298074
commu00483,482,-0.3392966,-0.038031507
commu00484,483,3.2094412,1.8057065
commu00485,484,11.330126,7.157653
commu00486,485,-2.4191978,11.081992
commu00487,486,1.8321307,1.140659
commu00488,487,3.3152907,7.698737
commu00489,488,3.3873749,8.432985
commu00490,489,3.127139,2.4729521
commu00491,490,7.0141096,16.872534
commu00492,491,-2.5878038,10.991013
commu00493,492,0.7084059,7.69124
commu00494,493,-2.0737734,10.769851
commu00495,494,3.1220741,2.4579353
commu00496,495,0.764845,6.793622
commu00497,496,1.2892648,7.597761
commu00498,497,4.1201506,8.800063
commu00499,498,0.9107634,9.923887
commu00500,499,10.152279,13.927169
commu00501,500,9.102459,8.090958
commu00502,501,3.1249034,2.4905903
commu00503,502,3.3747387,2.7697673
commu00504,503,0.12823312,9.646646
commu00505,504,2.8303518,7.822316
commu00506,505,4.1643224,8.837845
commu00507,506,1.4296526,8.525911
commu00508,507,-2.2713726,10.865702
commu00509,508,2.0183873,8.6652355
commu00510,509,0.73398846,6.983274
commu00511,510,4.2185106,11.461135
commu00512,511,0.86302584,6.6892376
commu00513,512,11.729912,7.0432205
commu00514,513,10.209337,13.914146
commu00515,514,0.45898998,9.805601
commu00516,515,6.5260625,11.181732
commu00517,516,2.8358202,1.7842964
commu00518,517,4.1318955,11.230587
commu00519,518,2.2530634,1.4363995
commu00520,519,2.0255556,8.712877
commu00521,520,4.1022825,8.796559
commu00522,521,4.3215017,11.1227
commu00523,522,3.0989933,2.4519372
commu00524,523,-0.05624683,-1.2041637
commu00525,524,2.48382,1.098368
commu00526,525,-0.058479406,0.115020946
commu00527,526,2.4839954,1.3029785
commu00528,527,-0.5485585,2.861576
commu00529,528,1.4176115,8.361081
commu00530,529,2.266982,7.5589266
commu00531,530,2.075772,1.338335
commu00532,531,11.2731695,7.188141
commu00533,532,-1.3995209,7.299465
commu00534,533,7.360078,10.055113
commu00535,534,5.804107,4.95492
commu00536,535,7.8311625,12.116916
commu00537,536,-0.6841673,2.3970494
commu00538,537,3.2172036,7.706987
commu00539,538,-3.1294677,9.515835
commu00540,539,0.51029193,6.997744
commu00541,540,8.11881,12.499007
commu00542,541,0.72305065,7.0756893
commu00543,542,-1.6498606,10.518116
commu00544,543,4.3820424,11.145314
commu00545,544,9.104521,8.128573
commu00546,545,2.0752301,8.717983
commu00547,546,8.149074,12.759582
commu00548,547,8.107595,12.6047535
commu00549,548,4.324036,11.039869
commu00550,549,-2.4594865,10.9834795
commu00551,550,-2.313679,10.213038
commu00552,551,7.9442925,10.308844
commu00553,552,4.5099998,10.950608
commu00554,553,0.1956876,9.71034
commu00555,554,4.4058833,11.009691
commu00556,555,10.742415,7.1478806
commu00557,556,4.354578,8.862422
commu00558,557,4.326121,11.341349
commu00559,558,13.5054,8.36756
commu00560,559,11.421188,8.060895
commu00561,560,-3.4434826,11.323308
commu00562,561,9.719704,4.1835113
commu00563,562,2.841841,1.7752092
commu00564,563,4.5631185,11.301444
commu00565,564,1.8239025,7.720935
commu00566,565,2.831155,1.8052596
commu00567,566,-0.24846365,-0.21855985
commu00568,567,2.3289826,1.669203
commu00569,568,2.6347501,7.6161213
commu00570,569,5.408202,3.1555862
commu00571,570,0.62597847,6.888234
commu00572,571,4.3621655,8.837496
commu00573,572,-0.4168514,17.237188
commu00574,573,1.9884079,8.680433
commu00575,574,11.407144,8.094395
commu00576,575,4.1981306,11.1421175
commu00577,576,12.897947,5.8988185
commu00578,577,10.026843,13.6806965
commu00579,578,0.9659825,6.844134
commu00580,579,10.037806,14.130505
commu00581,580,-0.98805666,8.204465
commu00582,581,10.014591,14.133535
commu00583,582,2.0935867,8.719387
commu00584,583,2.5327618,1.6104839
commu00585,584,3.210202,1.7890245
commu00586,585,-1.0154506,10.637418
commu00587,586,0.13138261,9.190261
commu00588,587,3.2659585,7.6760244
commu00589,588,-0.7813647,2.784005
commu00590,589,4.139205,8.823128
commu00591,590,6.1165805,4.5533724
commu00592,591,0.8361094,9.768535
commu00593,592,4.448074,8.783089
commu00594,593,-0.050646342,-1.2812227
commu00595,594,0.8458584,6.66406
commu00596,595,-0.08727323,-1.3032963
commu00597,596,11.320902,7.1627526
commu00598,597,4.035194,11.191858
commu00599,598,2.3745923,7.295022
commu00600,599,2.6678228,1.7999952
commu00601,600,-0.30843052,-0.27312258
commu00602,601,9.099319,8.104389
commu00603,602,4.120288,11.187991
commu00604,603,0.66327196,9.585315
commu00605,604,2.732036,1.7806252
commu00606,605,0.18461813,9.588247
commu00607,606,4.150207,8.802371
commu00608,607,4.5876775,11.283773
commu00609,608,8.118113,12.745784
commu00610,609,4.3612113,2.7471642
commu00611,610,1.500365,1.2820528
commu00612,611,-0.4641647,2.8443797
commu00613,612,7.949684,10.295897
commu00614,613,0.40748537,9.864458
commu00615,614,6.752077,11.192017
commu00616,615,4.396042,11.100766
commu00617,616,-1.5900514,10.567088
commu00618,617,9.10136,8.098506
commu00619,618,10.164461,13.944947
commu00620,619,0.6498439,9.794324
commu00621,620,9.977344,14.151491
commu00622,621,4.0935683,8.792036
commu00623,622,3.378209,2.7889113
commu00624,623,-0.9750708,8.126833
commu00625,624,0.16383788,9.701618
commu00626,625,2.2109475,1.4876224
commu00627,626,-1.5875813,10.21157
commu00628,627,-2.2539837,11.095515
commu00629,628,4.6073947,11.299393
commu00630,629,7.8216248,12.076416
commu00631,630,0.49704853,6.9927545
commu00632,631,11.42856,7.1018753
commu00633,632,-0.27866566,8.729469
commu00634,633,13.7209425,8.234577
commu00635,634,2.790749,1.7783076
commu00636,635,10.145566,13.914254
commu00637,636,6.1223674,4.576692
commu00638,637,2.434868,2.043037
commu00639,638,4.5561366,11.289271
commu00640,639,0.78571624,6.856128
commu00641,640,2.2940335,7.5073
commu00642,641,11.379941,8.069187
commu00643,642,4.2046304,11.451117
commu00644,643,2.8122904,1.7354163
commu00645,644,4.5387373,11.281744
commu00646,645,2.1820927,2.0576892
commu00647,646,8.098692,12.470616
commu00648,647,-4.1546845,9.8858
commu00649,648,3.8627994,8.680362
commu00650,649,-2.242339,10.982469
commu00651,650,5.403698,3.1460865
commu00652,651,8.12413,12.756869
commu00653,652,0.14141044,9.701567
commu00654,653,-0.12113034,-1.3443044
commu00655,654,7.834858,12.061551
commu00656,655,4.0995617,8.808559
commu00657,656,3.2987661,7.6468277
commu00658,657,8.0865965,12.715423
commu00659,658,0.9518813,9.8990755
commu00660,659,4.116088,11.221713
commu00661,660,4.3119073,11.079305
commu00662,661,5.4012957,3.1419837
commu00663,662,10.847412,7.0220633
commu00664,663,9.659629,12.871477
commu00665,664,9.095878,8.023708
commu00666,665,1.103387,7.1323743
commu00667,666,-2.3829353,11.174904
commu00668,667,7.9608397,10.133894
commu00669,668,0.15192516,9.598132
commu00670,669,3.4301362,7.758288
commu00671,670,2.2705462,1.3922695
commu00672,671,9.094189,8.117071
commu00673,672,1.9166112,1.308015
commu00674,673,-0.22072804,-0.21767823
commu00675,674,3.0930924,2.4362628
commu00676,675,6.2431607,11.1847925
commu00677,676,7.8356075,12.077451
commu00678,677,1.7836223,7.9167857
commu00679,678,4.4539814,11.193038
commu00680,679,-1.4925443,6.8357806
commu00681,680,-2.0760233,10.855803
commu00682,681,3.0633626,7.765379
commu00683,682,0.19464312,9.597461
commu00684,683,0.59783226,9.82821
commu00685,684,4.3129215,11.032544
commu00686,685,1.69792,7.6630497
commu00687,686,-0.12942156,-0.26520088
commu00688,687,-0.081997365,-1.3051661
commu00689,688,13.7104,8.199872
commu00690,689,-2.1673338,10.781149
commu00691,690,-2.4827788,10.946881
commu00692,691,-3.1308422,9.215364
commu00693,692,2.3003979,1.454635
commu00694,693,6.3160267,4.6874537
commu00695,694,7.913823,10.270538
commu00696,695,10.005938,14.195187
commu00697,696,2.5823975,1.5279987
commu00698,697,0.5034523,9.494619
commu00699,698,10.121876,13.869175
commu00700,699,2.0174913,1.391577
commu00701,700,0.41137877,0.28422675
commu00702,701,1.5604972,0.57652736
commu00703,702,11.460886,7.100152
commu00704,703,9.679756,12.803291
commu00705,704,10.714212,7.160417
commu00706,705,10.179279,13.897633
commu00707,706,7.850486,10.242055
commu00708,707,8.072254,12.452408
commu00709,708,-1.7340109,10.181185
commu00710,709,11.425282,7.119401
commu00711,710,0.061853208,9.652682
commu00712,711,0.9167248,9.918355
commu00713,712,6.412063,10.250545
commu00714,713,2.0566711,7.5716248
commu00715,714,2.3318677,1.9697851
commu00716,715,6.0092907,4.1069164
commu00717,716,10.051747,14.014825
commu00718,717,1.0220246,7.312834
commu00719,718,4.4350357,8.793002
commu00720,719,0.5722492,7.31601
commu00721,720,6.2393246,11.008902
commu00722,721,7.3948483,9.851201
commu00723,722,2.1343238,1.283405
commu00724,723,0.37708157,9.8224325
commu00725,724,6.07142,13.16679
commu00726,725,0.12164644,0.32014674
commu00727,726,1.6835175,7.8644004
commu00728,727,1.7949502,7.936494
commu00729,728,0.8004168,7.672897
commu00730,729,-1.0178522,8.143143
commu00731,730,4.345063,11.485791
commu00732,731,1.560619,1.28894
commu00733,732,7.2808914,9.896285
commu00734,733,0.74949706,7.5283003
commu00735,734,8.180362,10.370263
commu00736,735,9.998211,13.923908
commu00737,736,7.4047484,9.857806
commu00738,737,0.4371206,9.405601
commu00739,738,-1.3268242,10.564918
commu00740,739,0.09563373,0.24684075
commu00741,740,1.1703902,0.1769366
commu00742,741,6.211995,11.099455
commu00743,742,7.1496644,11.298583
commu00744,743,5.223087,11.3929205
commu00745,744,0.62708086,7.291666
commu00746,745,1.5096941,8.282457
commu00747,746,0.7372063,9.489964
commu00748,747,1.7066667,7.4820065
commu00749,748,1.3263739,0.27028298
commu00750,749,10.887764,6.9442635
commu00751,750,5.452706,3.2402146
commu00752,751,5.1501956,11.455675
commu00753,752,10.844343,6.9738607
commu00754,753,-1.2184691,8.270993
commu00755,754,6.162132,11.095455
commu00756,755,4.8532486,11.169723
commu00757,756,0.043079726,9.5041485
commu00758,757,10.1121645,13.956741
commu00759,758,5.748156,4.6052003
commu00760,759,10.042858,14.124388
commu00761,760,1.6978939,7.886865
commu00762,761,1.521745,1.2385616
commu00763,762,6.128027,13.222961
commu00764,763,2.7672904,1.721067
commu00765,764,2.293888,1.7996619
