sample_index,GHSOM_cluster,metadata_index
467,14,467
468,26,468
469,27,469
470,5,470
471,5,471
472,4,472
473,27,473
474,12,474
475,22,475
476,15,476
477,25,477
478,25,478
479,2,479
480,14,480
481,10,481
482,17,482
483,23,483
484,10,484
485,4,485
486,17,486
487,20,487
488,26,488
489,23,489
490,8,490
491,3,491
492,2,492
493,2,493
494,23,494
495,4,495
496,22,496
497,26,497
498,23,498
499,27,499
500,7,500
501,23,501
502,23,502
503,22,503
504,20,504
505,26,505
506,22,506
507,2,507
508,5,508
509,2,509
510,25,510
511,4,511
512,10,512
513,27,513
514,22,514
515,25,515
516,23,516
517,25,517
518,15,518
519,5,519
520,26,520
521,25,521
522,23,522
523,12,523
524,15,524
525,17,525
526,17,526
527,23,527
528,20,528
529,20,529
530,17,530
531,7,531
532,19,532
533,26,533
534,5,534
535,28,535
536,17,536
537,20,537
538,4,538
539,2,539
540,26,540
541,2,541
542,23,542
543,25,543
544,7,544
545,5,545
546,27,546
547,27,547
548,25,548
549,4,549
550,3,550
551,26,551
552,25,552
553,22,553
554,25,554
555,7,555
556,26,556
557,25,557
558,10,558
559,8,559
560,5,560
561,26,561
562,23,562
563,25,563
564,20,564
565,23,565
566,23,566
567,15,567
568,20,568
569,4,569
570,2,570
571,26,571
572,12,572
573,5,573
574,8,574
575,25,575
576,9,576
577,27,577
578,4,578
579,27,579
580,22,580
581,27,581
582,5,582
583,17,583
584,23,584
585,22,585
586,22,586
587,20,587
588,15,588
589,26,589
590,5,590
591,23,591
592,26,592
593,12,593
594,4,594
595,12,595
596,10,596
597,12,597
598,20,598
599,23,599
600,17,600
601,10,601
602,25,602
603,23,603
604,15,604
605,22,605
606,26,606
607,25,607
608,27,608
609,5,609
610,14,610
611,17,611
612,28,612
613,22,613
614,25,614
615,25,615
616,3,616
617,7,617
618,27,618
619,22,619
620,27,620
621,26,621
622,23,622
623,22,623
624,22,624
625,14,625
626,23,626
627,4,627
628,25,628
629,25,629
630,2,630
631,10,631
632,22,632
633,10,633
634,15,634
635,27,635
636,5,636
637,14,637
638,25,638
639,4,639
640,20,640
641,8,641
642,25,642
643,23,643
644,25,644
645,17,645
646,26,646
647,4,647
648,23,648
649,2,649
650,4,650
651,27,651
652,22,652
653,12,653
654,28,654
655,26,655
656,20,656
657,26,657
658,23,658
659,25,659
660,25,660
661,4,661
662,7,662
663,27,663
664,10,664
665,2,665
666,4,666
667,28,667
668,22,668
669,22,669
670,14,670
671,10,671
672,17,672
673,17,673
674,23,674
675,25,675
676,28,676
677,20,677
678,25,678
679,19,679
680,2,680
681,20,681
682,22,682
683,22,683
684,25,684
685,20,685
686,17,686
687,12,687
688,10,688
689,2,689
690,4,690
691,4,691
692,17,692
693,3,693
694,26,694
695,27,695
696,23,696
697,22,697
698,27,698
699,17,699
700,17,700
701,17,701
702,10,702
703,27,703
704,7,704
705,27,705
706,26,706
707,28,707
708,23,708
709,10,709
710,22,710
711,23,711
712,8,712
713,20,713
714,14,714
715,5,715
716,27,716
717,2,717
718,7,718
719,3,719
720,25,720
721,26,721
722,17,722
723,22,723
724,5,724
725,17,725
726,2,726
727,20,727
728,2,728
729,22,729
730,25,730
731,16,731
732,26,732
733,2,733
734,28,734
735,27,735
736,26,736
737,22,737
738,23,738
739,17,739
740,15,740
741,25,741
742,27,742
743,25,743
744,2,744
745,5,745
746,22,746
747,20,747
748,23,748
749,7,749
750,4,750
751,25,751
752,7,752
753,2,753
754,25,754
755,25,755
756,22,756
757,27,757
758,22,758
759,27,759
760,2,760
761,17,761
762,26,762
763,23,763
764,15,764
765,25,765
766,16,766
767,17,767
768,12,768
769,26,769
770,23,770
771,10,771
772,27,772
773,5,773
774,15,774
775,22,775
776,17,776
777,26,777
778,17,778
779,7,779
780,2,780
781,27,781
782,5,782
783,17,783
784,17,784
785,22,785
786,26,786
787,8,787
788,17,788
789,20,789
790,7,790
791,23,791
792,2,792
793,26,793
794,12,794
795,22,795
796,20,796
797,23,797
798,26,798
799,8,799
800,20,800
801,27,801
802,17,802
803,5,803
804,22,804
805,22,805
806,22,806
807,26,807
808,27,808
809,26,809
810,12,810
811,27,811
812,5,812
813,27,813
814,15,814
815,17,815
816,2,816
817,28,817
818,17,818
819,26,819
820,2,820
821,20,821
822,27,822
823,26,823
824,23,824
825,26,825
826,27,826
827,26,827
828,22,828
829,26,829
830,14,830
831,26,831
832,4,832
833,27,833
834,23,834
835,27,835
836,7,836
837,27,837
838,2,838
839,23,839
840,23,840
841,7,841
842,27,842
843,27,843
844,15,844
845,23,845
846,8,846
847,25,847
848,23,848
849,2,849
850,4,850
851,22,851
852,2,852
853,27,853
854,26,854
855,22,855
856,23,856
857,20,857
858,15,858
859,3,859
860,28,860
861,15,861
862,2,862
863,17,863
864,17,864
865,23,865
866,15,866
867,7,867
868,17,868
869,25,869
870,22,870
871,23,871
872,23,872
873,23,873
874,17,874
875,22,875
876,22,876
877,26,877
878,15,878
879,25,879
880,27,880
881,27,881
882,2,882
883,2,883
884,25,884
885,27,885
886,27,886
887,20,887
888,14,888
889,23,889
890,15,890
891,25,891
892,17,892
893,27,893
894,16,894
895,12,895
896,7,896
897,20,897
898,3,898
899,17,899
900,2,900
901,26,901
902,17,902
903,2,903
904,15,904
905,16,905
906,5,906
907,17,907
908,17,908
909,26,909
910,22,910
911,3,911
912,10,912
913,22,913
914,22,914
915,26,915
916,25,916
917,26,917
918,27,918
919,20,919
920,17,920
921,7,921
922,22,922
923,22,923
924,14,924
925,17,925
926,27,926
927,7,927
928,22,928
929,27,929
930,8,930
931,27,931
932,22,932
933,23,933
934,27,934
935,4,935
936,22,936
937,26,937
938,26,938
939,26,939
940,16,940
941,27,941
942,4,942
943,23,943
944,2,944
945,22,945
946,7,946
947,8,947
948,22,948
949,17,949
950,2,950
951,2,951
952,17,952
953,7,953
954,17,954
955,25,955
956,12,956
957,22,957
958,10,958
959,4,959
960,7,960
961,9,961
962,2,962
963,25,963
964,23,964
965,27,965
966,23,966
967,25,967
968,4,968
969,26,969
970,25,970
971,16,971
972,5,972
973,23,973
974,23,974
975,4,975
976,14,976
977,15,977
978,22,978
979,20,979
980,25,980
981,2,981
982,27,982
983,17,983
984,17,984
985,22,985
986,10,986
987,15,987
988,2,988
989,22,989
990,10,990
991,22,991
992,26,992
993,2,993
994,26,994
995,2,995
996,5,996
997,23,997
998,12,998
999,26,999
1000,22,1000
1001,23,1001
1002,5,1002
1003,26,1003
1004,27,1004
1005,15,1005
1006,23,1006
1007,23,1007
1008,5,1008
1009,22,1009
1010,27,1010
1011,4,1011
1012,17,1012
1013,12,1013
1014,4,1014
1015,26,1015
1016,26,1016
1017,7,1017
1018,22,1018
1019,22,1019
1020,14,1020
1021,3,1021
1022,17,1022
1023,27,1023
1024,28,1024
1025,26,1025
1026,17,1026
1027,3,1027
1028,4,1028
1029,27,1029
1030,17,1030
1031,22,1031
1032,15,1032
1033,22,1033
1034,4,1034
1035,25,1035
1036,25,1036
1037,27,1037
1038,8,1038
1039,3,1039
1040,17,1040
1041,7,1041
1042,22,1042
1043,17,1043
1044,15,1044
1045,17,1045
1046,10,1046
1047,27,1047
1048,2,1048
1049,23,1049
1050,22,1050
1051,2,1051
1052,28,1052
1053,22,1053
1054,22,1054
1055,7,1055
1056,25,1056
1057,5,1057
1058,7,1058
1059,14,1059
1060,28,1060
1061,27,1061
1062,23,1062
1063,4,1063
1064,26,1064
1065,3,1065
1066,4,1066
1067,22,1067
1068,27,1068
1069,22,1069
1070,22,1070
1071,14,1071
1072,23,1072
1073,23,1073
1074,15,1074
1075,23,1075
1076,27,1076
1077,15,1077
1078,7,1078
1079,23,1079
1080,25,1080
1081,2,1081
1082,22,1082
1083,17,1083
1084,26,1084
1085,17,1085
1086,4,1086
1087,23,1087
1088,17,1088
1089,25,1089
1090,14,1090
1091,8,1091
1092,2,1092
1093,2,1093
1094,17,1094
1095,26,1095
1096,26,1096
1097,4,1097
1098,15,1098
1099,4,1099
1100,8,1100
1101,20,1101
1102,27,1102
1103,23,1103
1104,15,1104
1105,2,1105
1106,23,1106
1107,22,1107
1108,20,1108
1109,22,1109
1110,27,1110
1111,7,1111
1112,27,1112
1113,27,1113
1114,26,1114
1115,26,1115
1116,15,1116
1117,25,1117
1118,5,1118
1119,27,1119
1120,17,1120
1121,3,1121
1122,22,1122
1123,5,1123
1124,12,1124
1125,26,1125
1126,22,1126
1127,2,1127
1128,23,1128
1129,26,1129
1130,3,1130
1131,22,1131
1132,17,1132
1133,26,1133
1134,4,1134
1135,12,1135
1136,5,1136
1137,23,1137
1138,12,1138
1139,9,1139
1140,5,1140
1141,25,1141
1142,17,1142
1143,17,1143
1144,23,1144
1145,26,1145
1146,26,1146
1147,26,1147
1148,20,1148
1149,3,1149
1150,22,1150
1151,23,1151
1152,14,1152
1153,3,1153
1154,23,1154
1155,22,1155
1156,27,1156
1157,7,1157
1158,17,1158
1159,17,1159
1160,26,1160
1161,19,1161
1162,4,1162
1163,4,1163
1164,26,1164
1165,2,1165
1166,2,1166
1167,22,1167
1168,25,1168
1169,15,1169
1170,22,1170
1171,22,1171
1172,23,1172
1173,3,1173
1174,10,1174
1175,17,1175
1176,23,1176
1177,4,1177
1178,2,1178
1179,26,1179
1180,2,1180
1181,12,1181
1182,22,1182
1183,3,1183
1184,4,1184
1185,17,1185
1186,22,1186
1187,3,1187
1188,26,1188
1189,28,1189
1190,26,1190
1191,2,1191
1192,3,1192
1193,26,1193
1194,4,1194
1195,5,1195
1196,26,1196
1197,22,1197
1198,7,1198
1199,7,1199
1200,3,1200
1201,17,1201
1202,23,1202
1203,2,1203
1204,23,1204
1205,4,1205
1206,2,1206
1207,20,1207
1208,4,1208
1209,23,1209
1210,4,1210
1211,26,1211
1212,23,1212
1213,4,1213
1214,15,1214
1215,23,1215
1216,12,1216
1217,12,1217
1218,14,1218
1219,17,1219
1220,27,1220
1221,3,1221
1222,17,1222
1223,2,1223
1224,5,1224
1225,8,1225
1226,16,1226
1227,16,1227
1228,7,1228
1229,27,1229
1230,27,1230
1231,3,1231
1232,26,1232
1233,4,1233
1234,22,1234
1235,12,1235
1236,5,1236
1237,27,1237
1238,7,1238
1239,22,1239
1240,17,1240
1241,22,1241
1242,28,1242
1243,28,1243
1244,5,1244
1245,12,1245
1246,2,1246
1247,25,1247
1248,22,1248
1249,23,1249
1250,19,1250
1251,25,1251
1252,7,1252
1253,23,1253
1254,25,1254
1255,14,1255
1256,5,1256
1257,25,1257
1258,27,1258
1259,10,1259
1260,17,1260
1261,23,1261
1262,22,1262
1263,20,1263
1264,27,1264
1265,17,1265
1266,17,1266
1267,7,1267
1268,20,1268
1269,28,1269
1270,22,1270
1271,4,1271
1272,15,1272
1273,22,1273
1274,22,1274
1275,5,1275
1276,3,1276
1277,7,1277
1278,25,1278
1279,15,1279
1280,22,1280
1281,2,1281
1282,27,1282
1283,3,1283
1284,2,1284
1285,27,1285
1286,8,1286
1287,17,1287
1288,17,1288
1289,22,1289
1290,2,1290
1291,2,1291
1292,7,1292
1293,22,1293
1294,20,1294
1295,2,1295
1296,5,1296
1297,8,1297
1298,28,1298
1299,26,1299
1300,26,1300
1301,14,1301
1302,17,1302
1303,26,1303
1304,26,1304
1305,23,1305
1306,8,1306
1307,7,1307
1308,20,1308
1309,8,1309
1310,22,1310
1311,8,1311
1312,17,1312
1313,23,1313
1314,8,1314
1315,22,1315
1316,2,1316
1317,5,1317
1318,23,1318
1319,22,1319
1320,22,1320
1321,14,1321
1322,2,1322
1323,9,1323
1324,27,1324
1325,27,1325
1326,2,1326
1327,17,1327
1328,23,1328
1329,26,1329
1330,27,1330
1331,2,1331
1332,27,1332
1333,17,1333
1334,27,1334
1335,5,1335
1336,8,1336
1337,5,1337
1338,2,1338
1339,4,1339
1340,22,1340
1341,4,1341
1342,23,1342
1343,2,1343
1344,22,1344
1345,3,1345
1346,27,1346
1347,17,1347
1348,25,1348
1349,17,1349
1350,12,1350
1351,3,1351
1352,19,1352
1353,27,1353
1354,26,1354
1355,17,1355
1356,26,1356
1357,25,1357
1358,26,1358
1359,27,1359
1360,4,1360
1361,2,1361
1362,22,1362
1363,27,1363
1364,23,1364
1365,7,1365
1366,20,1366
1367,8,1367
1368,5,1368
1369,17,1369
1370,23,1370
1371,23,1371
1372,22,1372
1373,23,1373
1374,22,1374
1375,15,1375
1376,7,1376
1377,27,1377
1378,10,1378
1379,2,1379
1380,5,1380
1381,7,1381
1382,16,1382
1383,2,1383
1384,7,1384
1385,15,1385
1386,17,1386
1387,26,1387
1388,23,1388
1389,8,1389
1390,22,1390
1391,2,1391
1392,27,1392
1393,5,1393
1394,7,1394
1395,22,1395
1396,2,1396
1397,7,1397
1398,17,1398
1399,23,1399
1400,23,1400
1401,22,1401
1402,17,1402
1403,22,1403
1404,12,1404
1405,17,1405
1406,22,1406
1407,17,1407
1408,26,1408
1409,25,1409
1410,4,1410
1411,17,1411
1412,15,1412
1413,5,1413
1414,26,1414
1415,3,1415
1416,17,1416
1417,19,1417
1418,23,1418
1419,5,1419
1420,22,1420
1421,26,1421
1422,20,1422
1423,9,1423
1424,14,1424
1425,8,1425
1426,16,1426
1427,27,1427
1428,23,1428
1429,17,1429
1430,12,1430
1431,26,1431
1432,9,1432
1433,22,1433
1434,19,1434
1435,8,1435
1436,10,1436
1437,26,1437
1438,20,1438
1439,4,1439
1440,3,1440
1441,8,1441
1442,28,1442
1443,8,1443
1444,28,1444
1445,23,1445
1446,28,1446
1447,26,1447
1448,16,1448
1449,23,1449
1450,9,1450
1451,8,1451
1452,5,1452
1453,17,1453
1454,8,1454
1455,28,1455
1456,26,1456
1457,23,1457
1458,14,1458
1459,27,1459
1460,23,1460
1461,23,1461
1462,8,1462
1463,2,1463
1464,4,1464
1465,28,1465
1466,23,1466
1467,19,1467
1468,8,1468
1469,8,1469
1470,7,1470
1471,3,1471
1472,16,1472
1473,8,1473
1474,28,1474
1475,10,1475
1476,15,1476
1477,26,1477
1478,22,1478
1479,20,1479
1480,17,1480
1481,2,1481
1482,20,1482
1483,5,1483
1484,15,1484
1485,23,1485
1486,19,1486
1487,27,1487
1488,14,1488
1489,2,1489
1490,8,1490
1491,4,1491
1492,27,1492
1493,27,1493
1494,17,1494
1495,22,1495
1496,2,1496
1497,20,1497
1498,26,1498
1499,26,1499
1500,9,1500
1501,12,1501
1502,3,1502
1503,27,1503
1504,23,1504
1505,8,1505
1506,8,1506
1507,4,1507
1508,17,1508
1509,12,1509
1510,4,1510
1511,19,1511
1512,8,1512
1513,16,1513
1514,17,1514
1515,27,1515
1516,4,1516
1517,3,1517
1518,3,1518
1519,5,1519
1520,23,1520
1521,27,1521
1522,16,1522
1523,17,1523
1524,28,1524
1525,20,1525
1526,8,1526
1527,16,1527
1528,28,1528
1529,5,1529
1530,3,1530
1531,28,1531
1532,22,1532
1533,25,1533
1534,5,1534
1535,16,1535
1536,5,1536
1537,8,1537
1538,8,1538
1539,14,1539
1540,19,1540
1541,8,1541
1542,8,1542
1543,23,1543
1544,17,1544
1545,4,1545
1546,3,1546
1547,28,1547
1548,14,1548
1549,17,1549
1550,20,1550
1551,20,1551
1552,20,1552
1553,5,1553
1554,8,1554
1555,5,1555
1556,23,1556
1557,8,1557
1558,16,1558
1559,8,1559
1560,23,1560
1561,23,1561
1562,10,1562
1563,7,1563
1564,8,1564
1565,14,1565
1566,8,1566
1567,8,1567
1568,27,1568
1569,17,1569
1570,28,1570
1571,20,1571
1572,26,1572
1573,26,1573
1574,8,1574
1575,16,1575
1576,15,1576
1577,3,1577
1578,17,1578
1579,12,1579
1580,16,1580
1581,9,1581
1582,27,1582
1583,2,1583
1584,8,1584
1585,20,1585
1586,5,1586
1587,8,1587
1588,23,1588
1589,27,1589
1590,26,1590
1591,28,1591
1592,17,1592
1593,17,1593
1594,4,1594
1595,12,1595
1596,23,1596
1597,20,1597
1598,17,1598
1599,5,1599
1600,15,1600
1601,20,1601
1602,12,1602
1603,23,1603
1604,17,1604
1605,26,1605
1606,5,1606
1607,17,1607
1608,20,1608
1609,23,1609
1610,3,1610
1611,15,1611
1612,22,1612
1613,22,1613
1614,17,1614
1615,17,1615
1616,27,1616
1617,27,1617
1618,8,1618
1619,12,1619
1620,26,1620
1621,4,1621
1622,12,1622
1623,21,1623
1624,3,1624
1625,23,1625
1626,5,1626
1627,26,1627
1628,15,1628
1629,26,1629
1630,28,1630
1631,27,1631
1632,17,1632
1633,19,1633
1634,17,1634
1635,3,1635
1636,28,1636
1637,12,1637
1638,28,1638
1639,23,1639
1640,20,1640
1641,26,1641
1642,20,1642
1643,16,1643
1644,19,1644
1645,8,1645
1646,16,1646
1647,3,1647
1648,17,1648
1649,5,1649
1650,17,1650
1651,4,1651
1652,8,1652
1653,28,1653
1654,26,1654
1655,8,1655
1656,5,1656
1657,26,1657
1658,26,1658
1659,20,1659
1660,8,1660
1661,28,1661
1662,5,1662
1663,3,1663
1664,2,1664
1665,20,1665
1666,15,1666
1667,8,1667
1668,26,1668
1669,8,1669
1670,22,1670
1671,22,1671
1672,27,1672
1673,5,1673
1674,4,1674
1675,23,1675
1676,15,1676
1677,3,1677
1678,26,1678
1679,23,1679
1680,16,1680
1681,23,1681
1682,17,1682
1683,26,1683
1684,2,1684
1685,17,1685
1686,5,1686
1687,2,1687
1688,27,1688
1689,4,1689
1690,23,1690
1691,26,1691
1692,8,1692
1693,15,1693
1694,26,1694
1695,27,1695
1696,17,1696
1697,8,1697
1698,17,1698
1699,21,1699
1700,12,1700
1701,8,1701
1702,20,1702
1703,3,1703
1704,2,1704
1705,17,1705
1706,20,1706
1707,22,1707
1708,17,1708
1709,8,1709
1710,19,1710
1711,17,1711
1712,23,1712
1713,22,1713
1714,16,1714
1715,5,1715
1716,4,1716
1717,16,1717
1718,21,1718
1719,3,1719
1720,26,1720
1721,19,1721
1722,14,1722
1723,23,1723
1724,15,1724
1725,8,1725
1726,2,1726
1727,27,1727
1728,9,1728
1729,8,1729
1730,17,1730
1731,17,1731
1732,28,1732
1733,27,1733
1734,22,1734
1735,15,1735
1736,20,1736
1737,7,1737
1738,26,1738
1739,28,1739
1740,10,1740
1741,20,1741
1742,16,1742
1743,8,1743
1744,23,1744
1745,16,1745
1746,20,1746
1747,27,1747
1748,27,1748
1749,19,1749
1750,2,1750
1751,27,1751
1752,20,1752
1753,17,1753
1754,17,1754
1755,14,1755
1756,4,1756
1757,19,1757
1758,25,1758
1759,4,1759
1760,9,1760
1761,17,1761
1762,14,1762
1763,22,1763
1764,26,1764
1765,2,1765
1766,15,1766
1767,10,1767
1768,8,1768
1769,23,1769
1770,12,1770
1771,26,1771
1772,8,1772
1773,22,1773
1774,12,1774
1775,8,1775
1776,22,1776
1777,27,1777
1778,16,1778
1779,28,1779
1780,8,1780
1781,8,1781
1782,2,1782
1783,2,1783
1784,23,1784
1785,19,1785
1786,15,1786
1787,26,1787
1788,17,1788
1789,22,1789
1790,8,1790
1791,15,1791
1792,16,1792
1793,15,1793
1794,3,1794
1795,4,1795
1796,26,1796
1797,8,1797
1798,17,1798
1799,22,1799
1800,5,1800
1801,4,1801
1802,10,1802
1803,17,1803
1804,20,1804
1805,3,1805
1806,19,1806
1807,15,1807
1808,26,1808
1809,7,1809
1810,2,1810
1811,20,1811
1812,17,1812
1813,28,1813
1814,15,1814
1815,17,1815
1816,20,1816
1817,4,1817
1818,26,1818
1819,19,1819
1820,19,1820
1821,20,1821
1822,15,1822
1823,15,1823
1824,3,1824
1825,14,1825
1826,27,1826
1827,4,1827
1828,27,1828
1829,7,1829
1830,16,1830
1831,23,1831
1832,9,1832
1833,2,1833
1834,23,1834
1835,4,1835
1836,4,1836
1837,23,1837
1838,4,1838
1839,15,1839
1840,14,1840
1841,23,1841
1842,16,1842
1843,4,1843
1844,19,1844
1845,26,1845
1846,8,1846
1847,15,1847
1848,4,1848
1849,4,1849
1850,23,1850
1851,8,1851
1852,3,1852
1853,20,1853
1854,22,1854
1855,26,1855
1856,9,1856
1857,2,1857
1858,17,1858
1859,19,1859
1860,14,1860
1861,27,1861
1862,14,1862
1863,23,1863
1864,8,1864
1865,27,1865
1866,14,1866
1867,23,1867
1868,4,1868
1869,7,1869
1870,15,1870
1871,5,1871
1872,2,1872
1873,17,1873
1874,19,1874
1875,20,1875
1876,23,1876
1877,28,1877
1878,17,1878
1879,8,1879
1880,4,1880
1881,9,1881
1882,27,1882
1883,8,1883
1884,20,1884
1885,17,1885
1886,9,1886
1887,2,1887
1888,8,1888
1889,20,1889
1890,21,1890
1891,23,1891
1892,16,1892
1893,4,1893
1894,2,1894
1895,16,1895
1896,23,1896
1897,3,1897
1898,19,1898
1899,16,1899
1900,26,1900
1901,17,1901
1902,15,1902
1903,17,1903
1904,2,1904
1905,15,1905
1906,14,1906
1907,16,1907
1908,26,1908
1909,20,1909
1910,26,1910
1911,4,1911
1912,16,1912
1913,3,1913
1914,16,1914
1915,14,1915
1916,8,1916
1917,8,1917
1918,3,1918
1919,15,1919
1920,20,1920
1921,20,1921
1922,17,1922
1923,23,1923
1924,23,1924
1925,28,1925
1926,19,1926
1927,10,1927
1928,3,1928
1929,17,1929
1930,17,1930
1931,8,1931
1932,23,1932
1933,23,1933
1934,28,1934
1935,8,1935
1936,28,1936
1937,5,1937
1938,26,1938
1939,8,1939
1940,8,1940
1941,10,1941
1942,2,1942
1943,22,1943
1944,7,1944
1945,2,1945
1946,8,1946
1947,8,1947
1948,4,1948
1949,27,1949
1950,3,1950
1951,23,1951
1952,17,1952
1953,17,1953
1954,23,1954
1955,8,1955
1956,4,1956
1957,5,1957
1958,8,1958
1959,28,1959
1960,8,1960
1961,2,1961
1962,3,1962
1963,4,1963
1964,8,1964
1965,15,1965
1966,23,1966
1967,8,1967
1968,20,1968
1969,17,1969
1970,8,1970
1971,22,1971
1972,8,1972
1973,22,1973
1974,17,1974
1975,20,1975
1976,16,1976
1977,22,1977
1978,17,1978
1979,16,1979
1980,22,1980
1981,5,1981
1982,12,1982
1983,25,1983
1984,28,1984
1985,15,1985
1986,23,1986
1987,16,1987
1988,19,1988
1989,20,1989
1990,27,1990
1991,5,1991
1992,27,1992
1993,3,1993
