pm_note_count,pm_length_seconds,pm_pitch_range_min_freq,pm_pitch_range_min_note,pm_pitch_range_max_freq,pm_pitch_range_max_note,pm_average_pitch_hz,pm_average_velocity,pm_interval_range_min,pm_interval_range_max,pm_energy,pm_groove,pm_max_polyphony,pm_average_polyphony,pm_instrument_count,pm_note_density,pm_bar_count,pm_tempo_bpm,muspy_pitch_range,muspy_n_pitches_used,muspy_n_pitch_classes_used,muspy_polyphony,muspy_scale_consistency,muspy_pitch_entropy,muspy_pitch_class_entropy,muspy_empty_beat_rate,muspy_drum_in_pattern_rate_duple,muspy_drum_in_pattern_rate_triple,muspy_drum_pattern_consistency,muspy_groove_consistency,muspy_empty_measure_rate,theory_centricity,theory_limited_macroharmony,theory_conjuction_melody_motion,theory_general_tonality,track_id,metadata_index
12.0,7.384607999999999,349.2282314330039,65.0,659.2551138257398,76.0,498.5579633285428,55.5,-11.0,5.0,2.1645021645021645,0.8222055250215726,3.0,3.0,1.0,1.6250016250016253,4.0,130.00013000013,11.0,7.0,7.0,3.0,1.0,2.6887218755408666,2.688721875540867,0.0,,,,0.9990885416666667,0.0,0.25,1.0,5.0,6.25,commu00013,12
6.0,16.0,440.0,69.0,1046.5022612023945,84.0,694.0356396490237,41.5,-7.0,12.0,1.4061176470588235,1.3574735264453595,2.0,1.09375,1.0,0.375,4.0,60.0,15.0,5.0,4.0,1.0313111545988258,1.0,2.251629167387823,1.792481250360578,0.0,,,,0.998828125,0.0,,,,,commu00014,13
16.0,16.0,73.41619197935188,38.0,293.6647679174076,62.0,175.26454340233204,23.0,-19.0,12.0,8.832,1.5284966742958042,4.0,4.0,1.0,1.0,4.0,60.0,24.0,12.0,7.0,3.984375,0.9375,3.452819531114783,2.602217001462482,0.0,,,,0.998046875,0.0,0.21666666666666665,0.08095150771141682,7.6,7.897618174378083,commu00015,14
76.0,15.5,65.40639132514966,36.0,261.6255653005986,60.0,170.27497745129247,95.52631578947368,-24.0,12.0,43.56,0.4,6.0,2.5806451612903225,1.0,4.903225806451613,8.0,120.0,24.0,12.0,7.0,4.735408560311284,1.0,3.4713544870139295,2.549787381523038,0.0,,,,0.9979166666666667,0.0,0.21410256410256404,0.941650409954287,8.186666666666667,9.342419640723518,commu00016,15
60.0,17.454559999999997,174.61411571650194,53.0,698.4564628660078,77.0,369.39051831046595,75.51666666666667,-18.0,12.0,52.21433744043309,0.380535266506696,2.0,1.6764705882352942,1.0,3.437497135419054,8.0,109.99990833340973,24.0,17.0,8.0,2.0033222591362128,0.9666666666666667,3.8323808162792803,2.799047482945948,0.0,,,,0.9981119791666667,0.0,0.18197278911564632,0.5808967861962097,10.864406779661017,11.627276354972873,commu00017,16
128.0,16.0,493.8833012561241,71.0,880.0,81.0,657.0628110395495,115.5078125,-7.0,5.0,354.84,0.0,1.0,1.0,1.0,8.0,8.0,120.0,10.0,7.0,7.0,1.0,1.0,2.5908255021937237,2.5908255021937237,0.0,,,,0.9997395833333333,0.0,0.46153846153846156,0.20036666978021753,4.0078740157480315,4.669779147066711,commu00018,17
16.0,12.8,246.94165062806206,59.0,698.4564628660078,77.0,444.36173413152596,87.0625,-17.0,12.0,8.706249999999999,0.8860398787112613,2.0,1.44,1.0,1.25,8.0,150.0,18.0,8.0,4.0,2.0104166666666665,1.0,2.811278124459133,1.811278124459133,0.21212121212121215,,,,0.9989583333333333,0.21212121212121215,0.23333333333333334,1.0,12.333333333333334,13.566666666666666,commu00019,18
24.0,38.325,329.6275569128699,64.0,659.2551138257398,76.0,466.55459166318593,81.625,-11.0,5.0,9.795,2.2037447721535157,3.0,3.0,1.0,0.6262230919765166,8.0,50.0,12.0,8.0,7.0,3.0058708414872797,1.0,2.918295834054489,2.7516291673878226,0.0,,,,0.998991935483871,0.0,0.16666666666666666,1.0,5.6521739130434785,6.8188405797101455,commu00020,19
18.0,12.444431999999999,195.99771799087463,55.0,329.6275569128699,64.0,259.4564554393507,103.5,-9.0,7.0,25.15052515052514,0.771573323242831,1.0,0.2916666666666667,1.0,1.4464300178585894,7.0,135.000135000135,9.0,6.0,6.0,1.0,1.0,2.503258334775646,2.5032583347756456,0.3793103448275862,,,,0.9982142857142857,0.3793103448275862,0.2380952380952381,1.0,4.529411764705882,5.76750700280112,commu00021,20
20.0,17.36933265625,220.0,57.0,783.9908719634985,79.0,443.86828571891766,67.8,-16.0,12.0,7.400179879695064,0.9720699874961977,2.0,1.8823529411764706,1.0,1.1514547159532587,8.0,109.99990833340973,22.0,12.0,6.0,2.045881126173097,1.0,3.5219280948873624,2.5219280948873624,0.0,,,,0.9987231182795699,0.0,0.16666666666666666,0.3843841817350126,11.842105263157896,12.393156111559575,commu00022,21
20.0,14.74038584375,130.8127826502993,48.0,880.0,81.0,416.8955374601111,56.35,-29.0,9.0,7.325499389541718,1.3463715901459001,5.0,5.0,1.0,1.356816586214404,4.0,64.99999458333379,33.0,19.0,7.0,5.0,1.0,4.221928094887363,2.770950594454668,0.0,,,,0.9990277777777777,0.0,0.08333333333333333,1.1253517471925912e-07,10.368421052631579,10.451754498500087,commu00023,22
32.0,22.125,391.99543598174927,67.0,880.0,81.0,648.1833322627002,26.78125,-9.0,9.0,8.72581818181818,0.6106175547156756,1.0,0.5681818181818182,1.0,1.4463276836158192,8.0,80.0,14.0,9.0,7.0,1.0,1.0,2.7889097655573916,2.6014097655573916,0.19999999999999996,,,,0.9981321839080459,0.19999999999999996,0.2976190476190476,0.9698990210081639,3.129032258064516,4.396550326691727,commu00024,23
8.0,38.4,58.27047018976124,34.0,73.41619197935188,38.0,65.6248612048531,71.5,-2.0,2.0,2.86,7.506477703676109e-16,1.0,1.0,1.0,0.20833333333333334,8.0,50.0,4.0,3.0,3.0,1.0,1.0,1.5,1.5,0.0,,,,0.9990234375,0.0,,,,,commu00025,24
11.0,16.0,440.0,69.0,659.2551138257398,76.0,540.1831678406566,21.545454545454547,-5.0,5.0,1.422,0.6403124237432849,2.0,1.03125,1.0,0.6875,4.0,60.0,7.0,5.0,5.0,1.0221729490022173,1.0,2.1180782093497093,2.1180782093497093,0.0,,,,0.9993489583333334,0.0,,,,,commu00026,25
72.0,12.600000000000001,415.3046975799451,68.0,1396.9129257320155,89.0,749.472265136904,125.43055555555556,-21.0,12.0,152.39812500000008,0.19369141901601222,2.0,1.04,1.0,5.7142857142857135,8.0,150.0,21.0,14.0,7.0,2.0,0.8333333333333334,3.5941178916311856,2.5941178916311856,0.0,,,,0.9985215053763441,0.0,0.2158469945355191,0.7883534531226459,11.929577464788732,12.933777912446898,commu00027,26
55.0,17.454559999999997,97.99885899543733,43.0,440.0,69.0,229.97526878172633,51.45454545454545,-17.0,9.0,61.06264142215782,0.18741404825177327,1.0,0.9411764705882353,1.0,3.1510390408008,8.0,109.99990833340973,26.0,15.0,8.0,1.0,0.9636363636363636,3.7302189151040523,2.835867264304942,0.030303030303030276,,,,0.99921875,0.030303030303030276,0.23674242424242423,0.9202234864448751,7.111111111111111,8.26807702179841,commu00028,27
96.0,17.43751453125,207.65234878997256,56.0,523.2511306011972,72.0,344.7474382556204,117.38541666666667,-12.0,12.0,186.0620565251325,0.008056206828563664,2.0,1.088235294117647,1.0,5.505371756276225,8.0,109.99990833340973,16.0,10.0,6.0,1.1241446725317692,0.8333333333333334,3.0994839817876882,2.4328173151210217,0.0,,,,1.0,0.0,0.3098039215686274,0.8496891144935897,8.031578947368422,9.19107198343064,commu00029,28
64.0,16.55115015625,110.0,45.0,659.2551138257398,76.0,335.3211555137937,56.703125,-29.0,24.0,51.439205456143114,0.29759666586946015,2.0,0.7272727272727273,1.0,3.866800759815021,8.0,109.99990833340973,31.0,17.0,7.0,1.1733333333333333,0.921875,3.885976859632983,2.59333793972631,0.12903225806451613,,,,0.9965277777777778,0.12903225806451613,0.22955974842767282,0.2593010886588073,9.793650793650794,10.282511630737275,commu00030,29
139.0,17.454559999999997,97.99885899543733,43.0,783.9908719634985,79.0,391.623866268557,82.03597122302158,-29.0,19.0,250.8657909451744,0.06976738267739699,3.0,2.7058823529411766,1.0,7.963535030387476,8.0,109.99990833340973,36.0,21.0,8.0,2.640625,0.9712230215827338,3.8965585380707237,2.7961038895761727,0.0,,,,0.998046875,0.0,0.2962239583333332,0.8420833647740981,7.398550724637682,8.536858047745113,commu00031,30
26.0,17.454559999999997,164.81377845643496,52.0,493.8833012561241,71.0,317.0077998285108,91.38461538461539,-17.0,12.0,17.06839393960369,0.7832266578788007,4.0,2.0588235294117645,1.0,1.4895820920149236,8.0,109.99990833340973,19.0,10.0,5.0,2.05859375,0.9230769230769231,2.823026490712885,1.8230264907128848,0.0,,,,0.9985026041666667,0.0,0.28888888888888886,0.5974234112173514,11.92,12.80631230010624,commu00032,31
256.0,16.0,97.99885899543733,43.0,739.9888454232688,78.0,324.5681853005555,121.5078125,-29.0,12.0,746.544,0.062499519413761674,2.0,2.0,1.0,16.0,8.0,120.0,35.0,20.0,7.0,2.0,1.0,4.050881033386126,2.6657770109640895,0.0,,,,0.9997395833333333,0.0,0.19421768707482967,0.6550566535515105,11.933333333333334,12.782607673959674,commu00033,32
128.0,16.0,493.8833012561241,71.0,880.0,81.0,667.00852923014,115.53125,-5.0,5.0,354.912,0.0,1.0,1.0,1.0,8.0,8.0,120.0,10.0,7.0,7.0,1.0,1.0,2.602217001462482,2.6022170014624826,0.0,,,,0.9997395833333333,0.0,0.4358974358974359,0.38953856986861685,4.125984251968504,4.951420257734556,commu00034,33
21.0,8.0,130.8127826502993,48.0,261.6255653005986,60.0,192.2709131533837,116.28571428571429,-12.0,9.0,43.956,0.20116846174288852,1.0,0.75,1.0,2.625,4.0,120.0,12.0,8.0,7.0,1.0,1.0,2.8152023999804863,2.4516084941043093,0.0,,,,0.9970052083333333,0.0,0.2583333333333333,1.0,5.9,7.158333333333333,commu00035,34
104.0,27.428576,82.4068892282175,40.0,349.2282314330039,65.0,230.22845000872368,23.432692307692307,-24.0,12.0,34.11799431366761,0.20887493741461083,5.0,4.87037037037037,1.0,3.7916660347223274,8.0,69.99998833333528,25.0,13.0,7.0,4.875,0.9711538461538461,3.313568563296415,2.53535077704485,0.0,,,,0.9998697916666667,0.0,0.22491039426523318,0.891248075900463,6.41747572815534,7.533634198321036,commu00036,35
42.0,18.31875,233.08188075904496,58.0,1046.5022612023945,84.0,556.5990223430581,61.523809523809526,-26.0,12.0,19.379999999999995,0.5467768300176411,2.0,0.8333333333333334,1.0,2.2927328556806548,8.0,100.0,26.0,16.0,7.0,2.0,0.9523809523809523,3.6859484493166947,2.522740045214949,0.32258064516129037,,,,0.9988888888888889,0.32258064516129037,0.18010752688172046,0.49077504020012186,11.829268292682928,12.50015085976477,commu00037,36
49.0,9.450000000000001,82.4068892282175,40.0,391.99543598174927,67.0,221.62426736512705,99.44897959183673,-22.0,21.0,73.09500000000001,0.2249131776930823,3.0,1.1666666666666667,1.0,5.185185185185184,4.0,100.0,27.0,14.0,7.0,2.0416666666666665,1.0,3.6501248950031586,2.7667736191838883,0.0,,,,0.9988888888888889,0.0,0.21271929824561406,0.6729773298483642,9.729166666666666,10.614863294760644,commu00038,37
48.0,19.2,174.61411571650194,53.0,783.9908719634985,79.0,395.0372901545013,101.47916666666667,-19.0,12.0,40.59166666666667,0.4362895529523847,2.0,1.4736842105263157,1.0,2.5,8.0,100.0,26.0,14.0,6.0,2.0,1.0,3.53362440973081,2.3325518169307426,0.030303030303030276,,,,0.9989583333333333,0.030303030303030276,0.18693693693693697,0.7135808963509905,12.106382978723405,13.006900812011333,commu00039,38
24.0,17.454559999999997,220.0,57.0,830.6093951598903,80.0,445.11498778625383,94.54166666666667,-19.0,12.0,12.47948960042533,0.7843247874957341,4.0,2.0588235294117645,1.0,1.3749988541676217,8.0,109.99990833340973,23.0,14.0,7.0,2.017716535433071,0.9166666666666666,3.625814583693911,2.6258145836939115,0.0,,,,0.9986328125,0.0,0.17948717948717946,0.7248327967567417,11.521739130434783,12.426059106678704,commu00040,39
28.0,24.0,391.99543598174927,67.0,783.9908719634985,79.0,535.4942519099155,21.392857142857142,-7.0,4.0,5.2712,0.6441510347391793,1.0,1.0,1.0,1.1666666666666667,8.0,80.0,12.0,7.0,6.0,1.0,1.0,2.5151831553653166,2.372326012508174,0.0,,,,0.9975911458333333,0.0,0.34313725490196073,1.0,2.3333333333333335,3.6764705882352944,commu00041,40
72.0,28.615387,329.6275569128699,64.0,1567.981743926997,91.0,775.7871326072027,36.06944444444444,-16.0,12.0,30.00977527696317,0.5294451231752239,2.0,1.7894736842105263,1.0,2.516128822580663,8.0,64.99999458333379,27.0,16.0,7.0,2.0,1.0,3.5861184381830093,2.4936875766267095,0.03125,,,,0.9973118279569892,0.03125,0.21311475409836061,0.6328539115174886,12.0,12.84596866561585,commu00042,41
42.0,25.6,246.94165062806206,59.0,1046.5022612023945,84.0,495.0284803867503,73.61904761904762,-25.0,12.0,23.189999999999994,0.8118105000083794,3.0,1.7843137254901962,1.0,1.640625,8.0,75.0,25.0,14.0,6.0,2.0714285714285716,1.0,3.584023687015089,2.4509438213412773,0.030303030303030276,,,,0.9989583333333333,0.030303030303030276,0.18817204301075266,0.8030433587910779,12.585365853658537,13.576581255460368,commu00043,42
14.0,16.0,349.2282314330039,65.0,1046.5022612023945,84.0,655.6545781283351,29.357142857142858,-19.0,12.0,2.466,0.9970370305242863,4.0,2.125,1.0,0.875,4.0,60.0,19.0,8.0,4.0,2.01953125,1.0,2.950212064914747,1.9502120649147465,0.0,,,,0.9983072916666667,0.0,0.16666666666666666,1.0,11.76923076923077,12.935897435897436,commu00044,43
32.0,19.2,77.78174593052023,39.0,659.2551138257398,76.0,298.3395871229023,75.4375,-33.0,12.0,24.14,1.0034695274954104,4.0,4.0,1.0,1.6666666666666667,8.0,100.0,37.0,17.0,8.0,4.0,0.9375,3.890319531114783,2.764819142645923,0.0,,,,0.9990234375,0.0,0.13888888888888887,0.07040545338450435,13.612903225806452,13.822197568079845,commu00045,44
64.0,23.9765625,87.30705785825097,41.0,349.2282314330039,65.0,222.49641405208914,26.765625,-16.0,16.0,27.408,0.0,2.0,1.8297872340425532,1.0,2.6692733789507983,8.0,80.0,24.0,11.0,7.0,1.8031496062992125,1.0,2.890319531114783,2.415308297488598,0.0,,,,1.0,0.0,0.33018867924528317,1.0,7.0476190476190474,8.377807726864331,commu00046,45
8.0,12.6875,329.6275569128699,64.0,659.2551138257398,76.0,489.35188719109766,90.0,-8.0,4.0,2.710588235294118,0.8402502056907012,2.0,0.84,1.0,0.6305418719211823,8.0,150.0,12.0,8.0,7.0,1.1567436208991495,0.75,3.0,2.75,0.0625,,,,0.9991263440860215,0.0625,,,,,commu00047,46
64.0,42.666655999999996,43.653528929125486,29.0,329.6275569128699,64.0,181.79112802870262,25.984375,-35.0,24.0,14.967003741750936,1.9034303725785814e-15,2.0,1.2470588235294118,1.0,1.5000003750000939,8.0,45.000011250002814,35.0,13.0,7.0,1.25,1.0,3.4178377974034158,2.464517877819773,0.0,,,,0.9998697916666667,0.0,0.22955974842767285,1.0,14.53968253968254,15.769242288110213,commu00048,47
64.0,16.0,659.2551138257398,76.0,1046.5022612023945,84.0,865.9308127450247,51.53125,-5.0,8.0,79.152,0.0,1.0,1.0,1.0,4.0,4.0,60.0,8.0,7.0,7.0,1.0,0.9375,2.577819531114783,2.577819531114783,0.0,,,,0.9994791666666667,0.0,0.26886792452830194,0.6779763190873384,3.5555555555555554,4.5023997991711955,commu00049,48
8.0,15.306830937499997,55.0,33.0,82.4068892282175,40.0,68.75779429931133,95.375,-5.0,5.0,8.392993005839163,0.011929343104016043,1.0,1.0,1.0,0.5226424746353544,8.0,109.99990833340973,7.0,3.0,3.0,1.0022271714922049,1.0,1.561278124459133,1.561278124459133,0.0,,,,0.9988839285714286,0.0,,,,,commu00050,49
14.0,27.428576,698.4564628660078,77.0,1174.6590716696303,86.0,968.3723489220946,25.857142857142858,-4.0,7.0,2.171999638000061,0.8796703046859569,1.0,1.0,1.0,0.5104165815972365,4.0,34.99999416666764,9.0,6.0,6.0,1.0,1.0,2.4488156357251847,2.4488156357251847,0.0,,,,0.9970052083333333,0.0,0.25,0.7892931470571475,2.076923076923077,3.1162162239802247,commu00051,50
8.0,10.950000000000001,220.0,57.0,523.2511306011972,72.0,388.6260421222748,85.125,-5.0,12.0,6.810000000000001,0.6676995612411566,2.0,1.0,1.0,0.730593607305936,7.0,150.0,15.0,7.0,5.0,1.0501285347043703,0.875,2.75,2.1556390622295662,0.0357142857142857,,,,0.9989969135802469,0.0357142857142857,,,,,commu00052,51
40.0,16.909104999999997,110.0,45.0,493.8833012561241,71.0,274.27043488599554,57.325,-21.0,7.0,37.83446847127628,0.3106219675018083,2.0,1.2727272727272727,1.0,2.3655894265249406,8.0,109.99990833340973,26.0,12.0,7.0,1.6601815823605708,0.95,3.490468570732828,2.540468570732828,0.0,,,,0.9975806451612903,0.0,0.18965517241379318,0.35057702314243994,7.205128205128205,7.745360400684438,commu00053,52
108.0,24.0,97.99885899543733,43.0,587.3295358348151,74.0,357.06976052264923,23.444444444444443,-28.0,19.0,40.512,0.1845202791741334,5.0,2.9375,1.0,4.5,8.0,80.0,31.0,17.0,7.0,2.765625,1.0,3.516123782815452,2.6831124992410342,0.0,,,,0.9998697916666667,0.0,0.286082474226804,0.9240216804625391,7.355140186915888,8.565244341605231,commu00054,53
90.0,27.69231,440.0,69.0,2093.004522404789,96.0,1027.9991064247802,36.522222222222226,-21.0,12.0,42.730996439083626,0.4173220649665826,2.0,1.8181818181818181,1.0,3.2499997291666896,8.0,64.99999458333379,27.0,17.0,7.0,1.990990990990991,1.0,3.9585600497176223,2.761609845544842,0.0,,,,0.9946527777777778,0.0,0.19409282700421931,0.55908297488834,12.134831460674157,12.888007262566717,commu00055,54
35.0,24.0,523.2511306011972,72.0,1396.9129257320155,89.0,890.5442347968612,26.542857142857144,-9.0,12.0,11.433846153846156,0.4055465362687552,1.0,0.875,1.0,1.4583333333333333,8.0,80.0,17.0,11.0,7.0,1.0,1.0,3.1632046194268693,2.661267576727715,0.0,,,,0.9981119791666667,0.0,0.30902777777777773,0.9736616433821434,2.3823529411764706,3.6650423623363917,commu00056,55
49.0,13.846155,130.8127826502993,48.0,783.9908719634985,79.0,411.2236956822629,26.836734693877553,-23.0,28.0,14.245832146180653,0.408851796099236,5.0,2.4814814814814814,1.0,3.5388885939815062,4.0,64.99999458333379,31.0,15.0,8.0,3.2916666666666665,0.8979591836734694,3.752293906029874,2.773457483789533,0.0,,,,0.9969444444444444,0.0,0.24122807017543857,0.9001914907112805,10.0625,11.20391956088672,commu00057,56
52.0,24.0,65.40639132514966,36.0,293.6647679174076,62.0,192.34573104024008,26.442307692307693,-26.0,19.0,13.2,0.4115020170480359,5.0,2.875,1.0,2.1666666666666665,8.0,80.0,26.0,12.0,7.0,3.03125,1.0,3.3018040267333895,2.6510469290970815,0.0,,,,0.9987630208333333,0.0,0.24186991869918706,0.8904426595722741,7.490196078431373,8.622508656702834,commu00058,57
128.0,16.0,587.3295358348151,74.0,1567.981743926997,91.0,1021.1806599129493,123.3203125,-9.0,9.0,378.84,0.0,1.0,1.0,1.0,8.0,8.0,120.0,17.0,11.0,7.0,1.0,1.0,2.5314462981346573,2.2814462981346573,0.0,,,,0.9997395833333333,0.0,0.47435897435897434,0.7622794479619094,3.5669291338582676,4.803567556179152,commu00059,58
62.0,16.00569515625,195.99771799087463,55.0,932.3275230361799,82.0,470.4857805638638,71.45161290322581,-24.0,12.0,45.86349119218871,0.3582423423585043,4.0,0.6875,1.0,3.8736211951275275,8.0,109.99990833340973,27.0,18.0,8.0,2.0177514792899407,0.967741935483871,3.979685980952818,2.8161100220806197,0.23333333333333328,,,,0.9978448275862069,0.23333333333333328,0.1862745098039215,0.4456159371447476,12.081967213114755,12.713857660063423,commu00060,59
60.0,8.0,293.6647679174076,62.0,659.2551138257398,76.0,433.55303090643815,57.333333333333336,-5.0,7.0,82.80644776119402,0.03168683476937717,1.0,1.0,1.0,7.5,4.0,120.0,14.0,8.0,6.0,1.00418410041841,1.0,2.7716287152428545,2.4676481992840626,0.0,,,,0.9973958333333334,0.0,0.39795918367346944,0.7677924477772643,4.135593220338983,5.301344851789716,commu00061,60
64.0,12.700000000000001,329.6275569128699,64.0,880.0,81.0,546.1649792957874,121.390625,-6.0,12.0,148.31727272727275,5.765919760493078e-16,1.0,0.56,1.0,5.039370078740157,8.0,150.0,17.0,11.0,7.0,1.0,0.8125,3.375,2.7334585933443494,0.0,,,,1.0,0.0,0.22641509433962262,0.7614639400646951,5.825396825396825,6.813275859801143,commu00062,61
36.0,17.454559999999997,220.0,57.0,830.6093951598903,80.0,431.34733964886675,86.41666666666667,-14.0,13.0,27.874536771219365,0.5738195905096254,4.0,2.088235294117647,1.0,2.0624982812514325,8.0,109.99990833340973,23.0,14.0,7.0,2.07421875,0.9444444444444444,3.641604167868593,2.6416041678685938,0.0,,,,0.9986328125,0.0,0.17666666666666664,0.7670760351627705,9.514285714285714,10.458028416115152,commu00063,62
104.0,16.0,130.8127826502993,48.0,783.9908719634985,79.0,382.53523943535373,113.39423076923077,-24.0,19.0,264.6873333333334,0.10186948432734616,2.0,1.125,1.0,6.5,8.0,120.0,31.0,15.0,7.0,1.074370709382151,1.0,3.6287635206661006,2.696572066114596,0.0,,,,0.996484375,0.0,0.2948028673835126,0.9524210332064525,7.165048543689321,8.412272444279285,commu00064,63
52.0,17.454559999999997,220.0,57.0,1046.5022612023945,84.0,519.534111012231,91.42307692307692,-19.0,12.0,52.293956421703,0.3611113814849193,2.0,2.0,1.0,2.9791641840298473,8.0,109.99990833340973,27.0,18.0,8.0,2.0,0.9230769230769231,3.8720280562252496,2.7036648350297985,0.0,,,,0.9992838541666667,0.0,0.17886178861788618,0.22225873413445496,11.784313725490197,12.185434248242538,commu00065,64
15.0,15.953125,329.6275569128699,64.0,698.4564628660078,77.0,502.308344550731,91.6,-7.0,7.0,8.244,0.3737039812166421,2.0,1.4516129032258065,1.0,0.940254652301665,8.0,120.0,13.0,9.0,7.0,1.0685602350636632,1.0,3.0062389286533895,2.739572261986723,0.0,,,,0.9985887096774193,0.0,0.22916666666666666,0.5259095808785818,2.9285714285714284,3.683647676116677,commu00066,65
